"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Until Then","1719288000000","42561","19.99","704108","10.328552351899269","99","Indie","Maximum Entertainment","Polychroma Games","1574820"
"Robin Hood - Sherwood Builders","1709182800000","29781","29.99","702787","14.996376394279753","72","AA","PlayWay S.A.","MeanAstronauts","1159420"
"Home Safety Hotline","1705381200000","51830","14.99","700241","2.6434286805013034","92","Indie","Night Signal Entertainment","Night Signal Entertainment","2357910"
"Gatekeeper","1715572800000","60295","14.99","691110","7.129803716146882","86","Indie","HypeTrain Digital","Gravity Lagoon","2106670"
"恋爱单选题","1721260800000","74201","10.99","688783","6.164275466198359","85","Indie","无忧传媒,指间宇宙","无忧传媒","2865490"
"Lotus Lantern: Rescue Mother","1712808000000","84001","9.99","684821","6.675683909404666","80","Indie","Plaisir Games","Unstable Games","2319030"
"Monster Hunter Stories","1718251200000","25340","29.99","683951","22.701533084636342","88","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2356560"
"UNDERDOGS","1706158800000","27593","29.99","683121","3.76814716744285","98","Indie","One Hamsa","One Hamsa","2441700"
"Umamusume: Pretty Derby – Party Dash","1724889600000","16684","44.99","675551","5.166505747062647","66","AA","Cygames, Inc.","Cygames, Inc.,Arc System Works","2313020"
"War Hospital","1704949200000","27672","29.99","673600","12.325651287457022","60","AA","Nacon","Brave Lamb Studio S.A.","1553000"
"Slice & Dice","1710907200000","77805","8.99","673586","20.542735392217416","97","Indie","Tann","Tann","1775490"
"Tavern Manager Simulator 🍻","1723507200000","62204","12.99","673225","5.9371905550515685","84","Indie","One More Time","One More Time","2756770"
"Classified: France '44","1709614800000","23879","49.99","670774","17.692649262011187","82","AA","Team17","Absolutely Games","2085370"
"Car Manufacture","1722470400000","40273","19.99","668524","10.74006526210832","80","AA","PlayWay S.A.","STEREO GAMES S.A.","983380"
"Skull and Bones","1724284800000","30388","59.99","667814","14.608576306296579","0","AAA","Ubisoft","Ubisoft Singapore","2853730"
"Duck Detective: The Secret Salami","1716436800000","79652","9.99","663730","1.679108723483934","96","Indie","Happy Broccoli Games","Happy Broccoli Games","2637990"
"MILF's Plaza","1713499200000","54936","14.99","661717","5.261923537851022","69","Indie","TopHouse Publishing","Texic","2706300"
